SRR32635215	SRR32635214	SRR32635213	SRR32635212	SRR32635211	SRR32635210
ASB4	0	0	0.987612372900633	0	0	0
GDE1	152.651424334036	218.108794769576	427.636157465974	269.952830150823	305.56850957384	257.077406614603
REX1BD	0	0	0	0	0	0
CRLF1	237.881802920539	95.9678696986136	63.2071918656405	137.848253694037	106.948978350844	219.433929217465
OSBPL7	0	0	0	0	0	0
TMEM98	636.047601391815	186.119504870038	268.630565428972	231.661648569146	186.037298475838	280.030746490907
YBX2	11.4488568250527	22.2955656875567	9.87612372900633	18.1883112512966	18.8733491207372	47.742946942712
KRT33A	0	0	0	0	0	0
MAP3K14	225.160850892703	153.160842549303	83.9470516965538	106.258028889154	93.4680146931747	83.5501571497461
ABCC8	7.63257121670178	4.84686210599059	2.9628371187019	3.8291181581677	6.29111637357907	11.935736735678
TMEM132A	38.1628560835089	36.8361520055284	22.7150845767146	27.7611066467158	20.6708109417598	31.2165422317733
AP2B1	22.8977136501053	69.7948143262644	94.8107877984608	67.0095677679347	84.4807055880618	43.1522789674513
TAC1	0	0	0	0	0	0
ZNF263	0	0	0	0	0	0
CX3CL1	142.474662711767	87.2435179078305	136.290507460287	74.6678040842701	78.1895892144827	160.673379134127
SPATA20	155.195614739603	98.875986962208	88.885113561057	131.147296917244	122.227403829536	162.509646324231
CACNA1G	24.169808852889	14.5405863179718	6.91328661030443	14.3591930931289	3.59492364204518	4.59066797526077
TNFRSF12A	2719.7395435514	1137.07385006539	1047.85672764757	972.596012174595	1056.90755076128	929.151198192781
DLX6	0	0	0.987612372900633	0	0.898730910511295	0
MAP3K9	30.5302848668071	23.2649381087548	34.5664330515222	45.9494178980124	43.1390837045422	56.0061492981814
RALA	35.6186656779416	71.7335591686607	112.587810510672	57.4367723725155	90.7718219616408	67.0237524388073
BAIAP2L1	147.563043522901	150.252725285708	103.699299154566	175.182155736172	121.328672919025	179.03605103517
KDM7A	7.63257121670178	28.1118002147454	70.120478475945	46.9066974375543	55.7213164517003	14.6901375208345
ETV1	0	0	0	0	0	0
AGK	0	0	0	1.91455907908385	0	0.918133595052155
ALDH3B1	157.73980514517	90.1516351714249	201.472924071729	104.34346981007	77.2908583039714	123.029901736989
TTC22	0	3.87748968479247	0	1.91455907908385	0	0
PHTF2	806.508358564821	1519.97595643865	1985.10086953027	1110.44426586863	1257.3245438053	1147.66699381519
CCL26	0	0	0	0	0	0
FARP2	11.4488568250527	12.6018414755755	24.6903093225158	20.1028703303804	17.0758872997146	18.3626719010431
USH1C	0	0	0	0	0	0
GGCT	246.786469340024	298.56670572902	302.209386107594	251.764518899526	241.758614927538	341.545697359402
DBF4	44.523332097427	70.7641867474625	151.104693053797	70.8386859261024	87.1768983195956	103.749096240894
TBXA2R	2.54419040556726	0.969372421198117	1.97522474580127	5.74367723725155	0.898730910511295	5.50880157031293
IFRD1	138.658377103416	446.880686172332	702.19239713235	336.962397918757	390.049215161902	249.732337854186
LGALS14	0	0	0	0	0	0
COX10	41.9791416918598	117.294062964972	161.968429155704	80.4114813215217	139.303291129251	116.602966571624
GTF2IRD1	1008.77149580742	638.816425569559	906.628158322781	568.624046487903	512.276618991438	609.640707114631
PAF1	723.822170383885	657.234501572323	638.98520526671	641.37729149309	613.833211879215	699.617799429742
VPS41	160.283995550737	139.589628652529	159.993204409903	98.5997925728182	116.835018366468	112.012298596363
ARHGAP44	73.7815217614505	100.814731804604	105.674523900368	77.5396427028959	117.73374927698	114.766699381519
ELAC2	106.855997033825	68.8254419050663	66.1700289843424	64.137729149309	44.0378146150535	33.0528094218776
SCIN	27.9860944612399	26.1730553723492	27.6531464412177	40.2057406607608	19.7720800312485	34.8890766119819
ARSD	22.8977136501053	68.8254419050663	31.6035959328203	74.6678040842701	73.6959346619262	119.35736735678
PNPLA4	10.176761622269	8.72435179078305	20.7398598309133	16.2737521722127	17.9746182102259	19.2808054960953
MYH13	0	0.969372421198117	0	0	0	0
ADIPOR2	399.43789367406	1161.30816059534	833.544842728134	804.114813215217	757.630157561022	1008.11068736727
CDKL3	10.176761622269	1.93874484239623	8.8885113561057	2.87183861862577	2.69619273153389	0.918133595052155
UPP2	0	0	0	0	0	0
PRSS21	1.27209520278363	0	0	0	0	0
MARK4	8.90466641948541	6.78560694838682	4.93806186450317	8.61551585587732	8.98730910511295	7.34506876041724
PROM1	0	0	0	0	0	0
CCDC124	5435.66280149445	5129.91885298044	4777.08104772036	4610.25826243391	4742.6030147681	3960.828329055
CEACAM21	0	0	0	0	0	0
PAFAH1B1	0	0	0	0	0	0
NOS2	0	0	0	0	0	0
DNAH9	0	2.90811726359435	0	1.91455907908385	0.898730910511295	1.83626719010431
BLTP2	555.905603616446	624.275839251587	639.97281763961	695.942225246979	631.807830089441	630.75777980083
SLC13A2	0	0	0	0.957279539541925	0	0.918133595052155
GAS7	240.425993326106	105.661593910595	123.451546612579	141.677371852205	113.240094724423	100.076561860685
TRAPPC6A	736.543122411722	507.951148707813	308.135060344998	537.991101222562	411.618757014173	876.817583274808
MATK	12.7209520278363	22.2955656875567	11.8513484748076	20.1028703303804	29.6581200468727	25.7077406614603
CEACAM7	0	0	0	0	0	0
CD79B	0	3.87748968479247	0	0	0.898730910511295	1.83626719010431
SCN4A	0	2.90811726359435	0.987612372900633	0	0	0
ST7L	0	0.969372421198117	0	0	0	0
TKTL1	0	0	0	0	0	0
PAX6	0	0	0	0	0	0
RPUSD1	214.984089270433	138.620256231331	108.63736101907	106.258028889154	115.936287455957	156.082711158866
RHBDF1	161.556090753521	76.5804212746513	53.3310681366342	64.137729149309	57.5187782727229	67.9418860338595
LUC7L	34.346570475158	39.7442692691228	22.7150845767146	13.4019135535869	31.4555818678953	32.1346758268254
CACNA2D2	10.176761622269	13.5712138967736	20.7398598309133	31.5902248048835	10.7847709261355	20.1989390911474
BAIAP3	0	0	0	0	0	0
TSR3	17.8093328389708	23.2649381087548	14.8141855935095	11.4873544745031	10.7847709261355	11.0176031406259
PIGQ	31.8023800695908	25.203682951151	12.8389608477082	26.8038271071739	13.4809636576694	35.807210207034
CRAMP1	0	0	0	0	0	0
SELE	0	0	0	0.957279539541925	0	0
DNAJC11	0	0	0	0	0	0
FMO3	0	0.969372421198117	2.9628371187019	6.70095677679347	0.898730910511295	0
MYLIP	0	0	0	0	0	0
NOX1	0	0	0	0.957279539541925	0	0
E2F2	6.36047601391815	1.93874484239623	2.9628371187019	3.8291181581677	1.79746182102259	4.59066797526077
PSMB1	1250.46958433631	1687.67738530592	1732.27210206771	1459.85129780144	1828.91740289049	1377.20039257823
SYN1	64.8768553419651	24.2343105299529	14.8141855935095	36.3766225025931	22.4682727627824	17.4445383059909
JARID2	632.231315783464	430.401355011964	365.416577973234	663.394720902554	775.604775771248	616.067642279996
CDKL5	72.5094265586669	86.2741454866324	98.7612372900633	119.659942442741	99.7591310667538	86.3045579349026
CAMK1G	0	0.969372421198117	0	0	0	0
CDK11A	269.68418299013	293.71984362303	277.519076785078	294.842098178913	386.454291519857	284.621414466168
NADK	326.928467115393	148.313980443312	93.8231754255602	153.164726326708	146.493138413341	137.720039257823
TFAP2B	0	0	0	0.957279539541925	0	0
TFAP2D	0	0	0	0	0	0
DLEC1	2.54419040556726	2.90811726359435	0.987612372900633	0.957279539541925	1.79746182102259	2.75440078515646
CYTH3	655.129029433569	1488.95603896031	2489.7707920825	1155.4364042271	834.022284954482	1222.03581501442
ADAM22	0	0	0	0	0	0
SYPL1	368.907608807253	715.39684684421	931.318467645297	789.755620122088	1040.73039437208	905.279724721425
CYB561	228.977136501053	327.647878364964	97.7736249171627	186.669510210675	185.138567565327	264.422475375021
SPAG9	1577.3980514517	1363.90699662575	1630.54802765895	1452.1930614851	1494.58950418028	1406.5806676199
CELSR3	40.7070464890762	19.3874484239623	21.7274722038139	23.9319884885481	17.9746182102259	33.9709430169297
AASS	114.488568250527	102.753476647	135.302895087387	110.087147047321	114.138825634934	153.32831037371
PLEKHG6	2.54419040556726	3.87748968479247	1.97522474580127	0	0.898730910511295	6.42693516536508
SS18L2	162.828185956305	264.638670987086	256.779216954165	217.302455476017	115.936287455957	272.68567773049
MPND	244.242278934457	132.804021704142	123.451546612579	147.421049089456	136.607098397717	176.281650250014
MGST1	226.432946095486	345.09658194653	408.871522380862	384.826374895854	564.403011801093	660.138054842499
CRY1	150.107233928468	283.05674698985	479.979613229708	259.422755215862	204.011916686064	282.785147276064
PGLYRP1	2.54419040556726	0	0	0	0.898730910511295	0
NFIX	880.289880326272	487.594327862653	448.376017296887	622.231700702251	623.719251894839	560.061492981814
ST3GAL1	470.675225029943	573.868473349285	348.627167633924	528.418305827142	441.276877061046	541.698821080771
MMP25	3.81628560835089	1.93874484239623	1.97522474580127	0	0.898730910511295	4.59066797526077
IL32	35.6186656779416	119.232807807368	76.0461527133488	152.207446787166	141.999483860785	241.469135498717
PKD1	24.169808852889	62.0398349566795	62.2195794927399	51.6930951352639	62.9111637357907	42.2341453723991
MAPK8IP2	39.4349512862925	13.5712138967736	20.7398598309133	24.88926802809	13.4809636576694	30.2984086367211
MED24	38.1628560835089	138.620256231331	91.8479506797589	82.3260404006055	52.1263928096551	82.632023554694
RHOBTB2	45.7954273002107	25.203682951151	20.7398598309133	18.1883112512966	35.9492364204518	23.871473471356
HEATR5B	170.460757173006	340.249719840539	362.453740854532	357.065268249138	305.56850957384	345.21823173961
SEC62	13.9930472306199	22.2955656875567	44.4425567805285	22.9747089490062	26.9619273153389	36.7253438020862
RPS20	0	3.87748968479247	0.987612372900633	0	3.59492364204518	2.75440078515646
CSDE1	11610.4129158062	15099.9142050031	15965.7416203116	15742.462027767	18324.2245344148	19487.385554982
UBE3C	35.6186656779416	125.049042334557	87.8975011881564	69.8814063865605	159.075371160499	111.094165001311
REV3L	171.73285237579	364.484030370492	216.287109665239	239.319884885481	275.011658616456	269.013143350281
TENM1	1.27209520278363	0	1.97522474580127	2.87183861862577	0	2.75440078515646
PAX7	48.3396177057779	29.0811726359435	26.6655340683171	17.2310317117546	23.3670036732937	28.4621414466168
MASP2	2.54419040556726	0	0	0	0	0
IYD	1.27209520278363	0.969372421198117	0	0.957279539541925	1.79746182102259	0
FAM76A	475.763605841078	375.147127003671	487.880512212913	366.638063644557	369.378404220142	305.738487152368
TRAF3IP3	3.81628560835089	0.969372421198117	0	0	0	1.83626719010431
POMT2	644.9522678113	512.798010813804	371.342252210638	418.331158779821	514.972811722972	247.896070664082
VTA1	100.495521019907	507.951148707813	525.409782383137	424.074836017073	152.78425478692	519.66361479952
MLXIPL	1.27209520278363	4.84686210599059	9.87612372900633	0.957279539541925	3.59492364204518	16.5264047109388
BAZ1B	716.189599167184	1087.63585658429	1055.75762663078	832.833199401474	1154.86922000701	833.665304307357
RANBP9	494.845033882832	512.798010813804	574.790401028169	542.777498920271	541.0360081278	613.313241494839
ETV7	0	0.969372421198117	0	9.57279539541925	1.79746182102259	2.75440078515646
SPRTN	262.051611773428	386.779596058049	538.248743230845	264.209152913571	235.467498553959	276.358212110699
METTL13	231.521326906621	204.537580872803	166.906491020207	134.019135535869	152.78425478692	143.228840828136
DYRK4	10.176761622269	39.7442692691228	18.764635085112	14.3591930931289	44.9365455255648	29.380275041669
ZNF207	0	0	0	0	0	0
UQCRC1	5205.41356979061	3697.18641444962	3744.0385056663	3592.67011190084	4120.68122469429	3641.31783797685
STARD3NL	159.011900347954	134.742766546538	243.940256106456	194.327746527011	189.632222117883	168.018447894544
CD9	6743.37666995602	3749.53252519432	4449.19373991735	5563.70868381767	5071.53852801524	250.650471449238
HHATL	0	0	0	4.78639769770962	0	0
NCAPD2	202.263137242597	213.261932663586	252.828767462562	187.626789750217	173.45506572868	230.451532358091
IFFO1	13.9930472306199	24.2343105299529	20.7398598309133	22.9747089490062	17.0758872997146	15.6082711158866
GIPR	12.7209520278363	1.93874484239623	7.90089898320507	5.74367723725155	17.0758872997146	6.42693516536508
PHF7	1.27209520278363	0	7.90089898320507	3.8291181581677	0.898730910511295	5.50880157031293
SEMA3G	0	0.969372421198117	4.93806186450317	7.6582363163354	2.69619273153389	9.18133595052155
NISCH	842.127024242763	320.862271416577	347.639555261023	454.707781282414	354.998709651962	347.054498929715
STAB1	0	0	0	0.957279539541925	0	0
FUZ	270.956278192913	209.384442978793	224.188008648444	159.865683103501	193.227145759928	205.661925291683
SLC6A13	8.90466641948541	4.84686210599059	1.97522474580127	5.74367723725155	2.69619273153389	0.918133595052155
IDS	71.2373313558833	151.222097706906	185.671126105319	75.625083623812	366.682211488608	4.59066797526077
PRSS3	0	0	0	0	0	0
ZNF200	125.937425075579	124.079669913359	170.85694051181	116.788103824115	131.214712934649	111.094165001311
CD4	0	0	0	0	0	0
LRRC23	145.018853117334	143.467118337321	146.166631189294	145.506490010373	154.581716607943	216.679528432309
BTK	0	1.93874484239623	0	0.957279539541925	0	0
HFE	21.6256184473217	13.5712138967736	3.95044949160253	23.9319884885481	20.6708109417598	70.6962868190159
SCMH1	501.20550989675	356.729051000907	367.391802719036	306.329452653416	333.42916779969	272.68567773049
FYN	43.2512368946434	225.863774139161	457.264528652993	268.038271071739	290.290084095148	205.661925291683
HIVEP2	125.937425075579	69.7948143262644	68.1452537301437	219.217014555101	164.467756623567	181.790451820327
FMO1	1.27209520278363	0	0	0	0	0.918133595052155
ELOA	0	0	0	0	0	0
LYPLA2	2227.43870007414	1473.44608022114	1383.64493443379	1452.1930614851	1390.33671856097	1533.2831037371
CLCN6	103.039711425474	37.8055244267266	63.2071918656405	65.0950086888509	56.6200473622116	44.9885461575556
MRC2	2236.34336649362	814.272833806418	868.111275779657	1093.21323415688	1104.54028901838	629.839646205778
NME1-NME2	0	0	0	0	0	0
SLC6A7	0	0	0	0.957279539541925	0	0
TSPAN9	372.723894415604	322.801016258973	338.751043904917	380.039977198144	385.555560609346	376.434773971383
BTBD7	61.0605697336142	80.4579109594437	74.0709279675475	92.8561153355667	61.1137019147681	85.3864243398504
APBA3	134.842091495065	81.4272833806418	89.8727259339576	82.3260404006055	102.455323798288	53.251748513025
MKS1	436.328654554785	255.914319196303	247.890705598059	311.115850351126	290.290084095148	278.194479300803
ABHD5	166.644471564656	369.330892476483	356.528066617129	288.141141402119	323.543127784066	283.703280871116
ANOS1	260.779516570644	115.355318122576	87.8975011881564	112.001706126405	102.455323798288	56.9242828932336
AKAP8L	58.516379328047	41.683014111519	31.6035959328203	49.7785360561801	15.278425478692	34.8890766119819
MBTD1	64.8768553419651	56.2236004294908	41.4797196618266	47.8639769770962	53.0251237201664	68.8600196289116
UTP18	525.375318749639	675.652577575088	668.613576453729	539.905660301646	531.149968112175	610.558840709683
RNF216	1485.80719685128	1276.66347871792	1376.73164782348	1218.61685383687	1484.70346416466	1004.43815298706
TTC19	54.7000937196961	321.831643837775	219.249946783941	227.832530410978	147.391869323852	278.194479300803
PTBP1	819.229310592658	2816.99625600173	2997.40355175342	1743.20604150584	1844.19582836918	1781.17917440118
DPF1	25.4419040556726	29.0811726359435	38.5168825431247	28.7183861862577	27.8606582258502	48.6610805377642
SYT7	33.0744752723744	31.9892898995379	20.7398598309133	29.6756657257997	28.7593891363614	44.0704125625034
LARS2	408.342560093545	523.461107446983	587.629361875877	479.597049310504	367.58094239912	488.447072567746
PIK3C2A	259.50742136786	586.470314824861	735.771217810972	526.503746748059	571.592859085184	622.494577445361
PLAUR	791.243216131418	803.609737173239	797.003184930811	1386.14077325671	1278.89408565757	984.23921389591
ANLN	1041.84597107979	1571.35269476215	2070.03553359973	1464.63769549914	1422.69103133938	1559.90897799361
WIZ	0	0	0	0	0	0
RABGAP1	1189.40901460269	1041.10598036678	985.637148154832	1211.91589706008	1068.59105259793	1309.25850654437
DCN	1.27209520278363	1.93874484239623	0	24.88926802809	0.898730910511295	1.83626719010431
QPCTL	3.81628560835089	31.0199174783397	20.7398598309133	22.9747089490062	9.88604001562425	24.7896070664082
PPP5C	1311.53015406992	663.050736099512	441.462730686583	608.829787148664	539.238546306777	461.821198311234
CEP68	665.305791055838	380.96336153086	486.892899840012	410.672922463486	393.644138803947	347.054498929715
MAP4K3	371.45179921282	659.17324641472	1017.24074408765	646.163689190799	774.706044860736	681.255127528699
ZBTB32	0	0	0	0	0	0
TYROBP	0	0	0	11.4873544745031	0	0
LDAF1	10.176761622269	7.75497936958494	1.97522474580127	5.74367723725155	5.39238546306777	3.67253438020862
GABRA3	159.011900347954	84.3354006442362	77.0337650862494	125.403619679992	109.645171082378	106.50349702605
BRCA1	0	0	0	0	0	0
ERCC1	596.612650105522	706.672495053427	805.891696286917	616.488023465	567.997935443139	563.734027362023
CD22	19.0814280417544	25.203682951151	22.7150845767146	15.3164726326708	12.5822327471581	23.871473471356
SEMA3B	10.176761622269	15.5099587391699	11.8513484748076	10.5300749349612	7.18984728409036	16.5264047109388
MBTPS2	220.072470081568	182.242015185246	180.733064240816	187.626789750217	186.936029386349	220.352062812517
PRICKLE3	48.3396177057779	151.222097706906	232.088907631649	173.267596657088	179.746182102259	233.205933143247
LTF	0	0	0	2.87183861862577	0.898730910511295	0
EXTL3	0	0	0	0	0	0.918133595052155
NR1H4	0	0.969372421198117	0	0	0	0
ELOVL5	115.76066345331	157.038332234095	220.237559156841	83.2833199401475	133.910905666183	116.602966571624
ALOX5	0	0	0	0	0	0
KDM5D	0	0	0	0	0	0
CALCOCO1	131.025805886714	80.4579109594437	106.662136273268	87.1124380983151	62.9111637357907	82.632023554694
UBR7	636.047601391815	715.39684684421	620.220570181598	717.959654656443	667.757066509892	916.297327862051
MAP4K5	0	0	0	0	0	0
EHD3	25.4419040556726	15.5099587391699	21.7274722038139	22.0174294094643	10.7847709261355	10.0994695455737
PSMC4	152.651424334036	289.842353938237	257.766829327065	218.259735015559	232.771305822425	255.241139424499
MAN2B2	49.6117129085616	71.7335591686607	158.017979664101	120.617221982283	137.505829308228	114.766699381519
SLC7A14	0	0	0	0.957279539541925	0	0
CLDN11	17.8093328389708	8.72435179078305	6.91328661030443	19.1455907908385	8.08857819460166	1.83626719010431
SLC25A39	1302.62548765044	2111.2931333695	1255.2553259567	1263.60899219534	1387.64052582944	1039.32722959904
